Customer_ID,Customer_Name,Address,City,Zip_Code,Meter_ID,Usage_kWh,Billing_Date,Rate_Code,Service_Type,Green_Energy_Opt_In
bdd640fb-0667-4ad1-9c80-317fa3b1799d,Krista Williams,"08712 Alexandra Vista, Michaelbury, SD 92208",West Micheleton,18941,MTR-3067-ZnO,574.51,2024-11-06,R2,Commercial,False
23b8c1e9-3924-46de-beb1-3b9046685257,Christine Aguilar,"23315 Shah Crescent Suite 579, East Garytown, OH 69415",New Heather,74371,MTR-8097-sxm,479.26,2024-12-13,C1,Residential,True
bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,Michael Perkins,"94175 Gary Underpass Suite 130, South Williamside, NM 85648",Littlemouth,97099,MTR-2314-wyQ,597.15,2023-06-06,R1,Commercial,False
972a8469-1641-4f82-8b9d-2434e465e150,Steven Martin,"5850 Andrews Court Suite 504, Thompsonbury, MT 82031",Lopezshire,65042,MTR-3970-HHh,728.45,2023-12-14,C1,Commercial,True
17fc695a-07a0-4a6e-8822-e8f36c031199,Joshua Herman,"72865 Amber Crossing Suite 204, Lake Angela, TN 42962",Rebeccatown,00599,MTR-8321-SPz,464.88,2024-07-23,R1,Residential,True
9a1de644-815e-46d1-bb8f-aa1837f8a88b,Diana Hawkins,"PSC 4621, Box 7643, APO AA 79769",North Derrickmouth,70175,MTR-9937-ZSi,464.88,2024-03-11,R1,Residential,False
b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,Caitlin Harris,"66740 Peters Springs Suite 985, Seanland, CO 07657",Michellehaven,60744,MTR-9819-srh,736.88,2025-01-01,R1,Residential,True
6b65a6a4-8b81-48f6-b38a-088ca65ed389,Felicia Murphy,"2641 Weber Shoal Suite 895, South Thomas, GA 37035",Coxtown,34744,MTR-0599-VYw,615.12,2023-05-14,C1,Commercial,True
47378190-96da-4dac-b2ff-5d2a386ecbe0,Bryan Mitchell,"4598 Sara Green, South Amy, NV 00860",Reedton,60275,MTR-0435-mkb,429.58,2024-08-21,C1,Commercial,True
c241330b-01a9-471f-9e8a-774bcf36d58b,Larry Curtis,"936 Jones Pass Suite 569, South Rachel, OR 18793",Chavezview,17540,MTR-8762-UbU,581.38,2023-09-02,C1,Commercial,False
6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,Jennifer Lopez,"273 Parsons Crest, West Pedro, HI 09986",Port Grant,32548,MTR-6317-KUi,430.49,2023-04-28,C2,Commercial,False
371ecd7b-27cd-4130-8722-9389571aa876,Robert Newton,"08578 French Crescent, Jimport, MA 51404",Emilyview,72658,MTR-2612-sDb,430.14,2024-01-31,C1,Residential,False
1a2a73ed-562b-4f79-8374-59eef50bea63,Christina Hudson,"805 Shepherd Forest, Valdezton, IL 04541",South Mark,90707,MTR-7723-xDb,536.29,2024-02-03,C2,Residential,True
5be6128e-18c2-4797-a142-ea7d17be3111,Sandra Craig,"36532 Hamilton Plain Suite 997, Velasqueztown, NM 06203",Lake Gabriella,01194,MTR-5547-hSs,213.01,2024-07-01,C2,Residential,True
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,Sabrina Ward,"4614 John Mills, North Kristenshire, VA 87070",West Markfurt,46902,MTR-3359-PEG,241.26,2024-09-22,C2,Residential,False
759cde66-bacf-43d0-8b1f-9163ce9ff57f,Mark Knight,"3687 Donna Route Suite 387, Lopezland, MI 63154",Eatonberg,11992,MTR-0432-rqD,415.66,2024-03-07,R2,Commercial,False
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,Darlene Dixon,"54586 Martinez Drive Suite 874, West Georgehaven, IN 82783",Kingberg,08383,MTR-8707-NqG,348.08,2024-10-10,R2,Commercial,True
4b0dbb41-8d52-48f1-942c-3fe860e7a113,Daniel White,"988 Thompson Fords, Ginaburgh, SC 21607",Michelleburgh,67601,MTR-9605-zFs,547.14,2024-01-13,R2,Residential,False
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,Jonathan Cortez,"982 Lee Turnpike, North Stevenville, DC 87246",Jasontown,53288,MTR-6299-bJn,363.8,2023-06-03,C2,Commercial,False
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,Judith Myers,"484 Barnes Underpass Suite 154, Lake Stephaniefurt, AL 39390",Catherinechester,35629,MTR-3344-JcY,288.15,2025-02-02,C2,Residential,True
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,Tammie Castillo,"116 Wood Shoal, Vasquezmouth, MO 49317",Williamsville,28933,MTR-6446-XIG,719.85,2024-08-25,R1,Commercial,True
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,Rebecca Estrada,"6476 Anna Crossroad Apt. 852, Collinsmouth, CA 64858",Lake Steven,84732,MTR-3866-kNe,466.13,2024-01-09,C2,Commercial,False
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,Angela Rodriguez,"988 Moreno Ramp Suite 275, Joyberg, AL 57009",Stevenview,59525,MTR-6498-ECk,510.13,2023-12-19,R2,Commercial,False
7412b293-4729-4739-a14f-f3d719db3ad0,Andre Williams,"069 Brooke Plain Suite 386, Austinfurt, NJ 18810",Port Mary,78160,MTR-2283-yqW,286.29,2023-07-02,C2,Commercial,False
29a3b2e9-5d65-4441-9588-42dea2bc372f,Donald Smith,"90321 Wright Fields Apt. 839, East Lori, CO 14721",North Hannahburgh,40639,MTR-5203-kmh,418.34,2024-12-27,C2,Commercial,False
ab9099a4-35a2-40ae-9af3-05535ec42e08,Nicholas Ali,"PSC 8406, Box 5488, APO AA 45476",West Joann,40097,MTR-8322-yUx,516.64,2024-03-18,R1,Commercial,True
aefcfad8-efc8-4849-b3aa-7efe4458a885,Jacob Brewer,"2452 Garcia Club Suite 369, Mayerstad, VT 69088",New Kimberlyshire,60180,MTR-4145-OTy,327.35,2024-04-27,C2,Residential,False
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,Natalie Watson,"9838 Marquez Corners, West Michael, NE 81454",Rogersmouth,99648,MTR-9174-jYk,556.35,2024-06-09,C1,Commercial,False
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,Matthew Evans,"389 Page Summit, Beckland, SD 70478",Millerborough,44151,MTR-0556-eep,409.9,2025-01-11,R1,Residential,True
451b4cf3-6123-4df7-b656-af7229d4beef,Bryan Thomas,"PSC 5601, Box 9991, APO AP 57145",West Amy,97192,MTR-7913-CRM,456.25,2024-05-29,C2,Residential,True
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,Timothy Lucero,"476 Brittany Lock Suite 268, Maryfort, NH 25567",Jordanhaven,27612,MTR-9317-kAj,409.74,2024-09-16,C2,Residential,True
5304317f-af42-412f-b838-b3268e944239,Barbara Fields,"02719 Erin River, Melissaberg, AL 25125",Port Timothytown,27492,MTR-3822-VLg,777.84,2024-02-01,R1,Residential,True
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,Rebecca Beard,"12151 Cynthia Knoll Suite 244, Barkerberg, CT 51709",Mckayview,76509,MTR-4756-HBm,497.98,2023-09-10,C2,Residential,True
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,Carrie Rodriguez,"39350 Keith Street Apt. 625, Lake Amanda, AL 31305",South Scottchester,70193,MTR-4217-SjU,341.34,2024-05-25,R2,Residential,True
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Jordan Tanner,"5984 Emily Estate Apt. 248, Jakestad, NM 37203",West Steven,15777,MTR-3373-sCW,623.38,2023-08-07,C1,Commercial,True
9132b63e-f162-47e4-a9c3-49e03602f8ac,Denise Johnson,"328 Melissa Route, Johnsonview, AL 40121",Pruittfurt,62456,MTR-5455-URY,316.87,2024-06-16,C1,Commercial,False
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,Amy Holt,"PSC 3109, Box 0771, APO AP 73542",Taylormouth,16155,MTR-3870-SFH,531.33,2024-03-12,R2,Commercial,False
e27a984d-6548-41d0-bfcd-9eb1a7cad415,James Bennett,"327 Soto Forges Suite 655, Scottland, DC 58672",South Williamfurt,32791,MTR-1575-moT,206.05,2024-06-16,C2,Residential,True
24933b83-7577-40a9-a491-f0b2ea1fca65,Jeffrey Owens,"5481 Mcdonald Court, South Richard, MA 90067",East William,88607,MTR-0115-TvK,300.77,2024-02-07,C2,Residential,False
beb79919-3f22-4af8-a3be-d01d43cf2fde,Adam Merritt,"294 Steven Center, North Michael, CT 27723",North Kara,14262,MTR-6744-jWI,529.53,2023-12-24,C1,Residential,False
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Tina Walter,"390 Moore River, Williamport, NV 62518",Riosmouth,05888,MTR-3202-rEs,610.77,2024-06-02,C2,Commercial,True
956269f0-e5d7-4875-adad-d6c795a76d79,Michelle Harris,"99037 Haley Creek, South Michael, OK 91834",Charlesland,10910,MTR-2115-VnG,525.71,2023-09-22,C1,Commercial,True
ff50bde4-3825-47b8-9cab-cc97663f1c97,Michael Richmond,"1421 Robert Spring Apt. 206, Carlyton, VT 36690",Rossfurt,76380,MTR-5310-Dra,482.65,2024-04-20,C1,Commercial,True
7e570ddf-8270-40a8-a369-b584ff5e9ff0,Michael Patrick,"4364 King View, Lake Kimberly, WY 55341",Abigailstad,65961,MTR-7443-Wtg,454.83,2025-04-17,R2,Residential,True
dc713d96-0c0f-4195-817a-f08a1745d6d8,Amanda Hart DVM,"20072 Samantha Mills Suite 835, South William, SC 66990",Davidland,45503,MTR-3954-PFP,278.22,2024-07-03,C1,Residential,True
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Michele Conner,"PSC 7857, Box 1093, APO AE 71333",South Nicoleton,47131,MTR-2183-HSE,392.02,2025-02-07,C2,Residential,False
98ae4334-6c12-4ce8-ae34-0454cac5b68c,Natalie Mitchell,"00900 Lewis Dam, Wyattchester, NJ 58951",West Jasonmouth,68667,MTR-3958-UST,430.9,2025-03-01,C2,Commercial,False
988c24c9-61b1-4d22-a280-1c4510435a10,Jacob Hoover,"5861 Martin Shoals Suite 703, Joshuachester, IL 29365",Timothyburgh,60263,MTR-2349-vtR,658.57,2024-12-08,R1,Residential,True
405cacec-8774-49a9-b7d2-1e02ff01cf99,Jacqueline Winters,"5684 Matthew Summit Suite 351, Edwardsborough, WV 09411",Lake Davidton,26751,MTR-9356-GhJ,551.54,2024-06-03,C2,Residential,True
f143262f-dc5c-4eed-8da0-365bf89897b9,Kimberly Flores,"76965 Gentry Lodge Suite 600, Lake Jeffery, MD 20613",Lake Samuelhaven,51252,MTR-9911-Nik,235.54,2023-10-30,R1,Residential,False
1d53434b-b881-49b9-ae27-0da702f06b90,Jennifer Carpenter,"484 Christopher Port Apt. 225, Lake Josephstad, OR 83587",East Christopher,05850,MTR-2884-kgj,548.61,2023-08-08,C1,Residential,False
c0398710-8976-4334-a281-7efdae849217,William Saunders,"2376 Williams Cliff, Douglaschester, IL 08026",South Eileenfurt,47219,MTR-6435-FlH,442.24,2025-03-15,C2,Commercial,False
5715bd6f-a416-4293-84c2-e2e3444ea7c8,Michael Preston,"81372 Brittany Divide Apt. 093, Danielleberg, TN 25429",New Ashleyport,35594,MTR-4052-ycL,398.46,2025-01-02,R2,Commercial,True
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Jennifer Ali,"501 Bradley Dale, Anthonychester, SD 88006",North Amanda,48399,MTR-9699-uFE,591.75,2025-04-14,R2,Residential,True
b8db0672-f42d-47cc-80d4-af5974273ca3,David Taylor,"90878 Donna Shoals Suite 767, North Stephaniemouth, FL 41225",Port Billychester,66761,MTR-6763-OXq,654.65,2024-12-23,R2,Residential,False
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Maria Hayes,"6948 Ryan Spur Apt. 943, Wagnerstad, VA 02650",Philliphaven,25041,MTR-1908-Avw,639.69,2023-12-04,C1,Commercial,True
81f76d1c-2dbc-4134-830f-f46e8026695f,Melanie Preston,"256 Ashley Turnpike Apt. 669, East Lindsay, FL 43413",Hernandezland,71056,MTR-2761-TYG,374.12,2023-09-12,C1,Commercial,False
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Thomas Mcgrath,"3468 Thomas Centers, Taylorborough, TX 89621",Laurenstad,39851,MTR-5280-Dbc,453.62,2024-05-23,R1,Residential,True
81f631d4-a392-41a7-9777-a4774c66e0a8,Glenn Chen,"6610 Garcia Hills Suite 180, Bergfurt, NY 72446",Meghanberg,35173,MTR-0146-Wfg,549.69,2024-12-14,R2,Commercial,True
5fb8d16c-2720-497d-b2eb-d6899be578c7,Sarah Berry,"244 Preston Throughway Apt. 951, Howellmouth, CO 30588",Michaeltown,17115,MTR-8519-wWR,646.33,2024-12-31,R1,Commercial,False
f4188f3f-8a14-4e62-a95b-4715c333e861,Rebecca Summers,"88331 Amy Crossing Suite 934, Fisherland, DC 85095",Pearsonborough,88837,MTR-9264-CYO,428.12,2023-09-24,R1,Residential,False
eb2263dd-87c5-421e-ac24-a3c5c754108f,Rodney Gilmore,"7939 Christopher Spring, East Sarah, CA 51036",Millerbury,69977,MTR-4352-lDB,472.15,2023-08-25,C2,Commercial,True
7d154385-52fb-443b-9954-6eb400257ad1,Kimberly Stone DDS,"00239 Michael Forge Apt. 336, Lake Carl, AL 78311",Villanuevaview,66788,MTR-2371-ccn,334.05,2024-07-01,C2,Commercial,False
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Joshua Dunlap,"70231 Webb Bypass, East Cindytown, IA 13304",New Kristy,55525,MTR-5938-rOa,320.57,2023-11-07,R2,Commercial,True
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Melinda French,"5690 Holly Spurs Apt. 917, Meltonborough, WV 23329",South Laura,54183,MTR-6619-NeR,621.88,2023-07-07,C1,Commercial,False
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Gabriel Copeland MD,"USNV Moreno, FPO AA 29168",Port Monica,32861,MTR-4093-oUN,703.44,2023-12-15,C2,Residential,False
14296c07-f26b-4776-913e-4de2e0c53cb8,Kelly Weiss,"51547 Graham Crescent Apt. 708, Smithfort, ND 24929",Kellyfurt,40981,MTR-1702-yaV,489.2,2024-11-03,C1,Commercial,True
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Gregory Russell,"PSC 4009, Box 3808, APO AP 26991",New Julieberg,28034,MTR-9587-qCI,650.53,2024-06-16,R1,Commercial,True
885f6e66-c2b6-42c5-ba5d-310011b7e948,Ashley Bowman,"32160 Nicholas Rapid, East Joseph, ND 31097",West Michelleton,62424,MTR-2225-gUp,554.25,2023-12-10,R1,Residential,True
a8e56e0c-20de-435d-a031-d750c40db9b4,Ruben Woodard,"76252 Nicole Corners Apt. 116, Elliottport, NC 98164",Hancockshire,80603,MTR-5007-IDo,403.23,2024-12-06,R1,Commercial,False
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,Aaron Leon,"0116 Wagner Creek Suite 786, New Adrian, CT 44160",Georgestad,14400,MTR-3548-lue,554.21,2024-09-22,R1,Residential,False
9b49bd26-df57-459a-8715-a10343dac043,Ashley Thomas,"2673 George Canyon Suite 175, Lake Mercedes, TX 02064",Nguyenville,55163,MTR-7739-JEW,730.71,2025-03-04,R2,Residential,True
edcd465e-3638-4821-b6e0-7cc06c52c49f,Travis Allen,"98410 Johnson Islands, Aaronview, MD 21972",Millsmouth,69436,MTR-3363-ASX,494.63,2024-03-03,R1,Commercial,False
b09b2a5c-badc-432a-8159-0f538a0f4efb,Roger Weaver,"7037 Graham Ridge Suite 008, North Debra, KY 86992",Schultzview,09761,MTR-6557-qHG,734.7,2024-05-16,C2,Commercial,True
66245bfa-4fcc-439a-b683-d2e6337ea2df,Robert Johnson,"8355 Christopher Estates, Jacksonmouth, VA 18529",Michaelchester,36658,MTR-7126-WCq,107.04,2024-04-09,R1,Commercial,True
